_415nm,_445nm,_480nm,_515nm,_555nm,_560nm,_585nm,_590nm,_610nm,_630nm,_645nm,_680nm,_705nm,_730nm,_760nm,_810nm,_860nm,_900nm,_940nm
-0.509531723,-1.585527232,-1.171652944,-1.114998598,-1.142471277,-1.1437686,-0.810673416,-0.649360428,-0.369778424,0.056535057,0.820406213,0.677664534,0.592926466,0.626249871,1.136878345,1.24437866,1.75015437,0.740532495,0.852036633
