_415nm,_445nm,_480nm,_515nm,_555nm,_560nm,_585nm,_590nm,_610nm,_630nm,_645nm,_680nm,_705nm,_730nm,_760nm,_810nm,_860nm,_900nm,_940nm
-0.116894594,-0.363744893,-0.26879562,-0.255798222,-0.262100887,-0.262398513,-0.185981237,-0.148973499,-0.084832988,0.012970032,0.188214093,0.155466906,0.13602666,0.143671574,0.26081778,0.285480043,0.401512949,0.169889806,0.195470609
